course_id,relation_id,relation_type,grade_requirement
117211,120381,pre,C-
117211,117838,pre,C-
117211,117214,pre,C-
117211,120381,pre,C-
117212,117214,pre,C-
117212,120381,pre,C-
117212,117838,pre,C-
117212,117214,pre,C-
117212,120381,pre,C-
117213,123154,pre,C-
117213,115263,pre,C-
117213,114931,pre,C-
117213,114935,pre,C-
117215,117214,pre,C-
117215,117838,pre,C-
117215,116606,pre,C-
117215,115161,pre,C-
117216,114931,pre,C-
117216,114935,pre,C-
117216,117214,pre,C-
117217,119860,pre,C-
117217,117843,pre,C-
117217,117843,pre,C-
117217,119860,pre,C-
117217,117211,pre,C-
117217,117212,pre,C-
117217,115260,pre,C-
117217,114931,pre,C-
117217,114935,pre,C-
117218,117838,pre,C-
117218,117214,pre,C-
117219,117214,pre,C-
117219,117838,pre,C-
117220,117214,pre,C-
117220,117838,pre,C-
117220,117214,pre,C-
117221,115260,pre,C-
117221,115263,pre,C-
117221,114931,pre,C-
117221,114935,pre,C-
117221,117212,pre,C-
117222,117838,pre,C-
117222,116606,pre,C-
117222,117214,pre,C-
117224,114966,cross,
117225,117246,pre,C-
117227,119810,cross,
117235,117149,cross,
117237,115092,pre,C-
117239,117150,cross,
117240,116964,pre,C-
117240,118187,pre,C-
117244,115179,cross,
117246,115092,pre,C-
117247,115092,pre,C-
117247,117246,pre,C-
117248,115092,pre,C-
117248,117246,pre,C-
117249,117246,pre,C-
117249,117248,pre,C-
117250,117262,cross,
117250,117246,pre,C-
117251,117246,pre,C-
117251,117247,pre,C-
117251,117249,pre,C-
117251,117250,pre,C-
117251,117253,pre,C-
117251,117225,pre,C-
117253,117246,pre,C-
117257,117246,pre,C-
117257,117247,pre,C-
117262,117250,cross,
117267,114918,pre,C-
117268,116964,pre,C-
117268,118187,pre,C-
117271,120054,cross,
117276,117547,cross,
117277,115925,cross,
117277,115074,pre,C-
117277,114931,pre,C-
117278,116220,cross,
117278,117077,cross,
117278,118510,cross,
117278,116964,pre,C-
117278,118187,pre,C-
117284,117280,preco,C-
117284,114961,preco,C-
117284,115117,preco,C-
117284,118020,preco,C-
117293,117294,pre,C-
117293,114931,pre,C-
117294,114961,pre,C-
117294,114983,pre,C-
117296,115340,pre,C-
117296,114961,pre,C-
117296,114983,pre,C-
117296,117323,pre,C-
117297,115370,cross,
117297,114961,pre,C-
117297,114983,pre,C-
117298,117293,pre,C-
117298,118039,pre,C-
117298,117296,pre,C-
117299,117293,pre,C-
117299,118039,pre,C-
117299,117296,pre,C-
117300,114961,pre,C-
117300,114983,pre,C-
117300,115118,pre,C-
117301,114961,pre,C-
117301,114983,pre,C-
117302,114931,pre,C-
117302,114935,pre,C-
117303,114961,pre,C-
117303,114983,pre,C-
117304,115377,pre,C-
117304,120168,pre,C-
117304,117296,pre,C-
117304,117302,pre,C-
117305,114985,pre,C-
117305,115062,pre,C-
117305,115340,pre,C-
117305,115341,pre,C-
117305,120166,pre,C-
117306,114985,pre,C-
117306,115009,pre,C-
117306,114961,pre,C-
117306,114983,pre,C-
117309,119677,cross,
117312,117298,pre,C-
117315,117246,pre,C-
117322,117296,pre,C-
117322,117331,pre,C-
117323,115092,preco,C-
117323,114983,preco,C-
117324,117303,pre,C-
117325,115371,cross,
117326,117294,pre,C-
117326,117293,pre,C-
117326,118039,pre,C-
117326,117296,pre,C-
117327,117294,pre,C-
117327,117293,pre,C-
117327,118039,pre,C-
117327,117296,pre,C-
117329,117301,pre,C-
117330,117304,pre,C-
117331,114961,pre,C-
117331,114983,pre,C-
117331,117323,pre,C-
117333,114961,pre,C-
117333,114983,pre,C-
117346,116712,cross,
117347,116593,cross,
117350,117548,cross,
117351,117549,cross,
117352,117550,cross,
117352,118325,pre,C-
117352,117494,pre,C-
117353,117551,cross,
117353,119792,cross,
117353,120122,cross,
117354,116375,pre,C-
117356,117552,cross,
117360,119736,cross,
117360,119723,pre,C-
117360,119724,pre,C-
117361,117481,cross,
117361,119018,cross,
117361,115258,pre,C-
117361,117350,pre,C-
117362,119039,cross,
117364,120316,cross,
117364,117545,cross,
117364,119253,cross,
117365,119472,cross,
117365,116375,pre,C-
117368,119568,cross,
117369,119812,cross,
117369,116378,pre,C-
117372,117370,pre,C-
117373,117370,pre,C-
117384,119638,cross,
117385,119639,cross,
117385,117384,pre,C-
117387,117510,pre,C-
117389,117936,cross,
117389,119640,cross,
117390,117937,cross,
117390,119641,cross,
117390,117389,pre,C-
117392,117938,cross,
117392,119642,cross,
117392,117389,pre,C-
117392,117390,pre,C-
117393,117939,cross,
117393,119643,cross,
117393,117389,pre,C-
117393,117390,pre,C-
117396,117940,cross,
117396,119644,cross,
117397,117941,cross,
117397,119645,cross,
117400,116495,cross,
117401,116496,cross,
117401,116484,pre,C-
117401,116336,pre,C-
117406,117735,pre,C-
117407,117128,cross,
117407,116105,pre,C-
117412,117468,pre,C-
117412,119797,pre,C-
117414,115165,cross,
117415,115166,cross,
117416,115167,cross,
117417,115168,cross,
117429,118050,pre,C-
117460,117499,co,C-
117460,119914,co,C-
117462,119116,pre,C-
117465,116144,pre,C-
117465,116149,pre,C-
117470,117589,cross,
117470,117934,cross,
117470,119612,cross,
117472,119473,pre,C-
117476,117467,pre,C-
117478,119015,cross,
117480,117536,cross,
117481,117361,cross,
117481,119018,cross,
117481,115258,pre,C-
117481,117350,pre,C-
117482,119482,pre,C-
117486,115661,pre,C-
117488,117487,pre,C-
117489,116879,pre,C-
117489,116345,pre,C-
117489,115285,pre,C-
117490,117489,co,C-
117490,116879,pre,C-
117490,116345,pre,C-
117490,115285,pre,C-
117490,120148,pre,C-
117491,116879,pre,C-
117491,116345,pre,C-
117491,115285,pre,C-
117492,117490,pre,C-
117492,117493,pre,C-
117492,119922,pre,C-
117493,116879,pre,C-
117493,116345,pre,C-
117493,115285,pre,C-
117494,119811,co,C-
117494,119922,co,C-
117495,117491,pre,C-
117497,117498,co,C-
117498,117497,co,C-
117499,115285,pre,C-
117500,117490,pre,C-
117501,117494,pre,C-
117502,117494,pre,C-
117509,117499,pre,C-
117514,117517,pre,C-
117514,117518,pre,C-
117517,117505,pre,C-
117517,117522,pre,C-
117517,117510,pre,C-
117517,117387,pre,C-
117518,117534,co,C-
117518,117505,pre,C-
117518,117522,pre,C-
117518,117510,pre,C-
117518,117387,pre,C-
117518,117517,pre,C-
117520,119461,cross,
117520,119791,cross,
117521,117499,pre,C-
117523,117509,preco,C-
117523,117486,pre,C-
117524,117505,pre,C-
117524,117522,pre,C-
117524,117510,pre,C-
117524,117387,pre,C-
117524,117517,pre,C-
117527,119811,co,C-
117527,119922,co,C-
117528,117494,pre,C-
117529,117494,pre,C-
117530,117494,pre,C-
117531,116879,pre,C-
117531,116935,pre,C-
117534,117517,pre,C-
117535,117490,co,C-
117535,117531,pre,C-
117536,117480,cross,
117541,117539,pre,C-
117543,119017,cross,
117544,119027,cross,
117544,119021,pre,C-
117544,116922,pre,C-
117544,118137,pre,C-
117545,117364,cross,
117545,120316,cross,
117545,119253,cross,
117546,119475,cross,
117546,119464,pre,C-
117547,117276,cross,
117548,117350,cross,
117549,117351,cross,
117550,117352,cross,
117550,117351,pre,C-
117550,117494,pre,C-
117551,117353,cross,
117551,119792,cross,
117551,120122,cross,
117552,117356,cross,
117554,117553,preco,C-
117555,119013,cross,
117555,117554,co,C-
117555,117553,pre,C-
117556,117553,pre,C-
117557,117553,preco,C-
117568,117553,co,C-
117574,117553,pre,C-
117580,119019,cross,
117581,119020,cross,
117581,119019,pre,C-
117582,115133,cross,
117582,118424,cross,
117583,116220,cross,
117583,117077,cross,
117583,118510,cross,
117583,116964,pre,C-
117583,118187,pre,C-
117585,116145,cross,
117585,116874,cross,
117585,117167,cross,
117586,117613,cross,
117587,116904,cross,
117588,116146,cross,
117588,116953,cross,
117588,117169,cross,
117589,117470,cross,
117589,117934,cross,
117589,119612,cross,
117590,116360,cross,
117591,117616,cross,
117592,117619,cross,
117593,114880,cross,
117594,117620,cross,
117596,117595,pre,C-
117597,117596,pre,C-
117599,117969,cross,
117601,117970,cross,
117602,117971,cross,
117602,117970,pre,C-
117602,117972,pre,C-
117603,114883,cross,
117605,114884,cross,
117605,119617,cross,
117607,117972,cross,
117608,117973,cross,
117608,117970,pre,C-
117608,117972,pre,C-
117610,115170,cross,
117610,119623,cross,
117611,115171,cross,
117611,119624,cross,
117613,117586,cross,
117614,115740,cross,
117614,119634,cross,
117616,117591,cross,
117619,117592,cross,
117620,117594,cross,
117642,117639,pre,C-
117647,117642,pre,C-
117648,117639,pre,C-
117648,117642,pre,C-
117649,117660,pre,C-
117650,117405,pre,C-
117650,117639,pre,C-
117650,117641,pre,C-
117651,117405,pre,C-
117651,117639,pre,C-
117651,117641,pre,C-
117652,117405,pre,C-
117652,117639,pre,C-
117652,117641,pre,C-
117653,117641,pre,C-
117653,117666,pre,C-
117654,117405,pre,C-
117654,117641,pre,C-
117655,117405,pre,C-
117655,117639,pre,C-
117655,117640,pre,C-
117655,117641,pre,C-
117656,117639,pre,C-
117657,117405,pre,C-
117657,117639,pre,C-
117657,117641,pre,C-
117658,117639,pre,C-
117659,117405,pre,C-
117659,117639,pre,C-
117659,117641,pre,C-
117660,117639,pre,C-
117661,117660,pre,C-
117662,117639,pre,C-
117663,117639,pre,C-
117664,117639,pre,C-
117665,117639,pre,C-
117665,117664,pre,C-
117666,117405,pre,C-
117667,117639,pre,C-
117671,117405,pre,C-
117671,117639,pre,C-
117671,117641,pre,C-
117672,117405,pre,C-
117672,117639,pre,C-
117672,117641,pre,C-
117673,117405,pre,C-
117673,117639,pre,C-
117673,117641,pre,C-
117677,117405,pre,C-
117677,117706,pre,C-
117677,117705,pre,C-
117678,117405,pre,C-
117678,117706,pre,C-
117678,117705,pre,C-
117679,117639,pre,C-
117679,117641,pre,C-
117680,117405,pre,C-
117681,117405,pre,C-
117681,117706,pre,C-
117681,117705,pre,C-
117682,117405,pre,C-
117682,117641,pre,C-
117683,117405,pre,C-
117684,117405,pre,C-
117684,117639,pre,C-
117684,117641,pre,C-
117685,117405,pre,C-
117685,117641,pre,C-
117686,117405,pre,C-
117686,117641,pre,C-
117687,117405,pre,C-
117687,117639,pre,C-
117687,117641,pre,C-
117688,117405,pre,C-
117688,117639,pre,C-
117688,117641,pre,C-
117689,117405,pre,C-
117689,117641,pre,C-
117690,117405,pre,C-
117692,117405,pre,C-
117692,117639,pre,C-
117692,117641,pre,C-
117692,117656,pre,C-
117693,117405,pre,C-
117693,117639,pre,C-
117693,117641,pre,C-
117694,117405,pre,C-
117694,117639,pre,C-
117694,117641,pre,C-
117696,117405,pre,C-
117696,117639,pre,C-
117696,117641,pre,C-
117697,117405,pre,C-
117697,117639,pre,C-
117697,117641,pre,C-
117697,117688,pre,C-
117698,117405,pre,C-
117698,117639,pre,C-
117698,117641,pre,C-
117699,117405,pre,C-
117699,117706,pre,C-
117699,117705,pre,C-
117702,117405,pre,C-
117703,117405,pre,C-
117703,117706,pre,C-
117703,117705,pre,C-
117704,117405,pre,C-
117705,117405,pre,C-
117706,117405,pre,C-
117708,117405,pre,C-
117712,115922,cross,
117712,120135,pre,C-
117713,115259,cross,
117713,115949,cross,
117713,116140,cross,
117713,116863,cross,
117713,117001,cross,
117713,118210,cross,
117713,118434,cross,
117713,119966,cross,
117714,118214,preco,C-
117714,118440,cross,
117714,118436,pre,C-
117715,115352,co,C-
117715,120167,co,C-
117715,116876,co,C-
117716,115352,pre,C-
117716,120167,pre,C-
117719,117720,pre,C-
117719,116105,pre,C-
117720,117721,co,C-
117720,115377,pre,C-
117721,115377,pre,C-
117721,120168,pre,C-
117721,115364,pre,C-
117721,120171,pre,C-
117722,117721,pre,C-
117723,117721,pre,C-
117724,117715,pre,C-
117724,117720,pre,C-
117726,117724,pre,C-
117728,116105,pre,C-
117728,117721,pre,C-
117729,120136,preco,C-
117729,117721,pre,C-
117731,117716,pre,C-
117731,117720,pre,C-
117731,120026,pre,C-
117732,117724,pre,C-
117732,117731,pre,C-
117734,117721,pre,C-
117737,116141,cross,
117738,116142,cross,
117738,119458,cross,
117740,117751,pre,C-
117741,117721,pre,C-
117742,117721,pre,C-
117743,117729,pre,C-
117743,117721,pre,C-
117744,117724,pre,C-
117747,117728,pre,C-
117752,117724,pre,C-
117753,117735,pre,C-
117765,117721,pre,C-
117773,117766,pre,C-
117774,117763,pre,C-
117775,116105,pre,C-
117775,117723,pre,C-
117776,117766,pre,C-
117777,119914,pre,C-
117777,117721,pre,C-
117777,117751,pre,C-
117778,117751,pre,C-
117778,117724,pre,C-
117779,117743,pre,C-
117779,117752,pre,C-
117780,117751,pre,C-
117782,117781,pre,C-
117784,117781,pre,C-
117792,116970,pre,C-
117793,117805,pre,C-
117794,117805,pre,C-
117795,117805,pre,C-
117796,117805,pre,C-
117797,117792,pre,C-
117797,119287,pre,C-
117801,117805,pre,C-
117801,117803,pre,C-
117801,117796,pre,C-
117801,117813,pre,C-
117801,117814,pre,C-
117802,117805,pre,C-
117803,117805,pre,C-
117805,114870,pre,C-
117805,114918,pre,C-
117806,117805,pre,C-
117806,117794,pre,C-
117808,117805,pre,C-
117809,117805,pre,C-
117810,117805,co,C-
117813,117805,pre,C-
117814,117805,pre,C-
117814,117793,pre,C-
117815,117746,pre,C-
117816,117805,pre,C-
117824,116038,pre,C-
117825,117835,pre,C-
117826,117835,pre,C-
117827,117835,pre,C-
117828,117835,pre,C-
117832,117835,pre,C-
117833,117835,pre,C-
117834,117835,pre,C-
117835,116038,pre,C-
117836,117835,pre,C-
117843,117838,pre,C-
117843,117886,pre,C-
117843,116606,pre,C-
117843,117214,pre,C-
117843,115289,pre,C-
117843,115661,pre,C-
117843,119860,pre,C-
117847,117838,pre,C-
117847,117886,pre,C-
117847,116606,pre,C-
117847,117214,pre,C-
117848,117838,pre,C-
117848,117886,pre,C-
117848,116606,pre,C-
117848,117214,pre,C-
117855,118460,preco,C-
117856,120272,pre,C-
117856,119860,pre,C-
117856,117843,pre,C-
117857,119860,pre,C-
117861,115661,pre,C-
117861,117843,pre,C-
117862,115661,pre,C-
117862,117843,pre,C-
117863,117409,pre,C-
117870,117409,pre,C-
117870,117861,pre,C-
117870,117862,pre,C-
117870,117863,pre,C-
117881,117860,pre,C-
117889,117888,pre,C-
117890,117888,pre,C-
117899,116606,pre,C-
117906,117409,pre,C-
117908,119860,preco,C-
117908,117838,pre,C-
117908,116606,pre,C-
117908,117214,pre,C-
117910,117843,pre,C-
117920,118460,pre,C-
117920,117855,pre,C-
117921,118460,pre,C-
117921,117855,pre,C-
117922,118460,pre,C-
117922,117855,pre,C-
117924,117922,co,C-
117924,118460,pre,C-
117924,117855,pre,C-
117926,119860,pre,C-
117934,117470,cross,
117934,117589,cross,
117934,119612,cross,
117935,118425,cross,
117935,119405,cross,
117936,117389,cross,
117936,119640,cross,
117937,117390,cross,
117937,119641,cross,
117937,117389,pre,C-
117938,117392,cross,
117938,119642,cross,
117938,117389,pre,C-
117938,117390,pre,C-
117939,117393,cross,
117939,119643,cross,
117939,117389,pre,C-
117939,117390,pre,C-
117940,117396,cross,
117940,119644,cross,
117941,117397,cross,
117941,119645,cross,
117943,115894,cross,
117943,116746,pre,C-
117943,116757,pre,C-
117947,116346,cross,
117948,116347,cross,
117948,116346,pre,C-
117952,117951,pre,C-
117954,117953,pre,C-
117962,117961,pre,C-
117962,117963,pre,C-
117969,117599,cross,
117970,117601,cross,
117971,117602,cross,
117971,117970,pre,C-
117971,117972,pre,C-
117972,117607,cross,
117973,117608,cross,
117973,117970,pre,C-
117973,117972,pre,C-
117976,117975,pre,C-
117978,117977,pre,C-
117979,117977,pre,C-
117979,117978,pre,C-
117981,117980,pre,C-
117983,117982,pre,C-
117995,117996,pre,C-
117998,116964,pre,C-
117998,118187,pre,C-
117999,116964,pre,C-
117999,118187,pre,C-
118000,116964,pre,C-
118000,118187,pre,C-
118001,116964,pre,C-
118001,118187,pre,C-
118002,115275,pre,C-
118002,115354,pre,C-
118002,119676,pre,C-
118003,115359,preco,C-
118003,115290,preco,C-
118003,115291,preco,C-
118003,118006,cross,
118003,115346,pre,C-
118003,116964,pre,C-
118003,118187,pre,C-
118004,119676,pre,C-
118004,115275,pre,C-
118004,115281,pre,C-
118005,115359,pre,C-
118005,115290,pre,C-
118005,115275,pre,C-
118005,115279,pre,C-
118005,119676,pre,C-
118006,115359,preco,C-
118006,115290,preco,C-
118006,115291,preco,C-
118006,118003,cross,
118006,115346,pre,C-
118006,116964,pre,C-
118006,118187,pre,C-
118007,116964,pre,C-
118007,118187,pre,C-
118008,115974,preco,C-
118008,115975,preco,C-
118008,119691,pre,C-
118008,115973,pre,C-
118008,115976,pre,C-
118009,116964,pre,C-
118009,118187,pre,C-
118010,118011,cross,
118010,116964,pre,C-
118010,118187,pre,C-
118011,118010,cross,
118011,116964,pre,C-
118011,118187,pre,C-
118012,118161,cross,
118012,116964,pre,C-
118012,118187,pre,C-
118013,118020,cross,
118013,116964,pre,C-
118013,118187,pre,C-
118014,118109,cross,
118014,116964,pre,C-
118014,118187,pre,C-
118015,115158,pre,C-
118015,114943,pre,C-
118015,116964,pre,C-
118015,118187,pre,C-
118018,116964,pre,C-
118018,118187,pre,C-
118019,116964,pre,C-
118019,118187,pre,C-
118020,118013,cross,
118020,116964,pre,C-
118020,118187,pre,C-
118022,116964,pre,C-
118022,118187,pre,C-
118023,118016,pre,C-
118023,118029,pre,C-
118023,117736,pre,C-
118023,118021,pre,C-
118024,118016,pre,C-
118025,118016,pre,C-
118025,118024,pre,C-
118026,118016,pre,C-
118026,118016,pre,C-
118026,118028,pre,C-
118026,118030,pre,C-
118027,118016,pre,C-
118027,118016,pre,C-
118027,118028,pre,C-
118028,118016,pre,C-
118028,115258,pre,C-
118028,114943,pre,C-
118029,118016,pre,C-
118030,118016,pre,C-
118030,115184,pre,C-
118031,118016,pre,C-
118032,118016,pre,C-
118033,118016,pre,C-
118034,118016,pre,C-
118034,118028,pre,C-
118034,118016,pre,C-
118034,118028,pre,C-
118035,118016,pre,C-
118036,118016,pre,C-
118037,118016,pre,C-
118037,115258,pre,C-
118038,118016,pre,C-
118039,114961,pre,C-
118039,114983,pre,C-
118040,118016,pre,C-
118040,118048,pre,C-
118040,118104,pre,C-
118040,118052,pre,C-
118040,118053,pre,C-
118041,118016,pre,C-
118041,118029,pre,C-
118041,118048,pre,C-
118041,118052,pre,C-
118041,118053,pre,C-
118042,118016,pre,C-
118042,118024,pre,C-
118043,118016,pre,C-
118044,118016,pre,C-
118045,118016,pre,C-
118047,118016,pre,C-
118048,118040,co,C-
118048,118016,pre,C-
118048,118036,pre,C-
118048,118104,pre,C-
118049,118016,pre,C-
118049,118029,pre,C-
118050,118016,pre,C-
118051,116746,pre,C-
118052,118040,co,C-
118052,118016,pre,C-
118052,118048,pre,C-
118052,118047,pre,C-
118053,118040,co,C-
118053,118016,pre,C-
118053,118030,pre,C-
118053,118037,pre,C-
118053,118052,pre,C-
118054,118016,pre,C-
118055,118016,pre,C-
118056,118016,pre,C-
118057,118016,pre,C-
118058,118016,pre,C-
118059,118016,pre,C-
118059,118028,pre,C-
118060,118016,pre,C-
118060,115184,pre,C-
118061,118016,pre,C-
118061,118060,pre,C-
118062,118099,preco,C-
118062,118102,preco,C-
118063,118016,pre,C-
118063,118060,pre,C-
118064,115184,pre,C-
118064,115258,pre,C-
118064,118060,pre,C-
118064,118100,pre,C-
118065,118064,pre,C-
118066,118099,pre,C-
118066,118102,pre,C-
118066,118102,pre,C-
118066,118065,pre,C-
118067,118016,pre,C-
118068,119794,co,C-
118069,116964,pre,C-
118069,118187,pre,C-
118070,118028,pre,C-
118071,118028,pre,C-
118072,118030,pre,C-
118074,118033,pre,C-
118075,118035,pre,C-
118076,118036,pre,C-
118077,118037,pre,C-
118078,118097,pre,C-
118078,118038,pre,C-
118079,115184,pre,C-
118079,115258,pre,C-
118079,118028,pre,C-
118079,118030,pre,C-
118079,118060,pre,C-
118080,118079,pre,C-
118081,118028,pre,C-
118081,118030,pre,C-
118081,118060,pre,C-
118092,118091,pre,C-
118093,118091,pre,C-
118093,118092,pre,C-
118094,118091,pre,C-
118094,118092,pre,C-
118094,118093,pre,C-
118095,117429,pre,C-
118096,117429,pre,C-
118097,119459,cross,
118097,116375,pre,C-
118098,118137,cross,
118098,116964,pre,C-
118098,118187,pre,C-
118099,118016,pre,C-
118099,118060,pre,C-
118099,118100,pre,C-
118100,118016,pre,C-
118100,118060,pre,C-
118101,118063,pre,C-
118101,118066,pre,C-
118102,118016,pre,C-
118102,118099,pre,C-
118104,118040,co,C-
118104,118016,pre,C-
118104,118047,pre,C-
118107,116964,pre,C-
118107,118187,pre,C-
118108,116964,pre,C-
118108,118187,pre,C-
118109,118014,cross,
118109,116964,pre,C-
118109,118187,pre,C-
118110,116964,pre,C-
118110,118187,pre,C-
118112,119676,preco,C-
118112,115980,pre,C-
118112,118597,pre,C-
118112,116964,pre,C-
118112,118187,pre,C-
118113,118160,cross,
118113,116964,pre,C-
118113,118187,pre,C-
118114,118016,pre,C-
118115,118016,pre,C-
118117,118030,pre,C-
118118,118016,pre,C-
118119,114943,pre,C-
118119,115258,pre,C-
118119,118016,pre,C-
118119,118028,pre,C-
118121,116964,pre,C-
118121,118187,pre,C-
118123,116964,pre,C-
118123,118187,pre,C-
118125,116375,pre,C-
118128,118059,pre,C-
118131,118040,pre,C-
118131,118048,pre,C-
118131,118053,pre,C-
118137,118098,cross,
118137,116964,pre,C-
118137,118187,pre,C-
118138,116964,pre,C-
118138,118187,pre,C-
118140,118139,pre,C-
118141,118139,pre,C-
118142,118139,pre,C-
118142,118140,pre,C-
118143,118139,pre,C-
118144,118139,pre,C-
118144,118140,pre,C-
118145,118139,pre,C-
118145,118140,pre,C-
118146,118139,pre,C-
118147,118139,pre,C-
118148,118139,pre,C-
118148,118163,pre,C-
118149,118139,pre,C-
118152,118139,pre,C-
118152,118140,pre,C-
118152,118142,pre,C-
118153,118139,pre,C-
118153,118141,pre,C-
118154,118139,pre,C-
118154,118143,pre,C-
118155,118139,pre,C-
118155,118140,pre,C-
118155,118141,pre,C-
118155,118142,pre,C-
118159,118139,pre,C-
118159,116884,pre,C-
118160,118113,cross,
118160,116964,pre,C-
118160,118187,pre,C-
118161,118012,cross,
118161,116964,pre,C-
118161,118187,pre,C-
118162,116964,pre,C-
118162,118187,pre,C-
118163,118139,pre,C-
118163,116329,pre,C-
118164,114786,preco,C-
118164,114789,preco,C-
118164,118288,preco,C-
118164,114813,pre,C-
118164,114785,pre,C-
118164,114787,pre,C-
118164,120026,pre,C-
118164,116964,pre,C-
118164,118187,pre,C-
118167,114786,preco,C-
118167,114789,preco,C-
118167,118288,preco,C-
118167,114813,pre,C-
118167,114785,pre,C-
118167,114787,pre,C-
118167,120026,pre,C-
118167,116964,pre,C-
118167,118187,pre,C-
118168,118401,cross,
118168,116964,pre,C-
118168,118187,pre,C-
118170,118173,cross,
118170,118373,cross,
118170,116964,pre,C-
118170,118187,pre,C-
118171,118139,pre,C-
118171,116884,pre,C-
118173,118170,cross,
118173,118373,cross,
118173,116964,pre,C-
118173,118187,pre,C-
118174,118139,pre,C-
118174,118158,pre,C-
118175,118174,pre,C-
118176,118139,pre,C-
118177,118139,pre,C-
118178,118139,pre,C-
118179,118178,pre,C-
118180,118178,pre,C-
118181,118139,pre,C-
118181,118158,pre,C-
118181,116884,pre,C-
118184,115388,co,C-
118184,115377,pre,C-
118184,118359,pre,C-
118184,120168,pre,C-
118184,115379,pre,C-
118184,115375,pre,C-
118184,116964,pre,C-
118184,118187,pre,C-
118187,115867,pre,C-
118187,116947,pre,C-
118190,118564,cross,
118190,116964,pre,C-
118190,118187,pre,C-
118194,118267,cross,
118194,118519,cross,
118194,118702,cross,
118194,116964,pre,C-
118194,118187,pre,C-
118195,116964,pre,C-
118195,118187,pre,C-
118197,117446,pre,C-
118198,117446,pre,C-
118198,118196,pre,C-
118199,117446,pre,C-
118199,118196,pre,C-
118202,117446,pre,C-
118203,117446,pre,C-
118203,118196,pre,C-
118204,117446,pre,C-
118204,118196,pre,C-
118205,117446,pre,C-
118205,118196,pre,C-
118206,117446,pre,C-
118206,118196,pre,C-
118207,117446,pre,C-
118207,118196,pre,C-
118208,118197,pre,C-
118208,118204,pre,C-
118208,118203,pre,C-
118209,115938,cross,
118210,115259,cross,
118210,115949,cross,
118210,116140,cross,
118210,116863,cross,
118210,117001,cross,
118210,117713,cross,
118210,118434,cross,
118210,119966,cross,
118211,116867,cross,
118211,118484,cross,
118211,118214,pre,C-
118211,118218,pre,C-
118211,118213,pre,C-
118211,116864,pre,C-
118212,116868,cross,
118212,118491,cross,
118212,118214,pre,C-
118212,118218,pre,C-
118212,118213,pre,C-
118212,116864,pre,C-
118213,116864,cross,
118213,118214,pre,C-
118213,118218,pre,C-
118214,114931,pre,C-
118214,115062,pre,C-
118214,115352,pre,C-
118214,120167,pre,C-
118215,116876,co,C-
118215,115074,pre,C-
118215,120135,pre,C-
118215,114935,pre,C-
118215,118214,pre,C-
118216,118218,co,C-
118216,118215,pre,C-
118217,118215,pre,C-
118217,118216,pre,C-
118217,118242,pre,C-
118217,118218,pre,C-
118217,118219,pre,C-
118217,118220,pre,C-
118217,120026,pre,C-
118217,115922,pre,C-
118218,115074,pre,C-
118218,114931,pre,C-
118218,116765,pre,C-
118218,120135,pre,C-
118219,118218,co,C-
118219,120026,co,C-
118219,118215,pre,C-
118220,118215,pre,C-
118220,115922,pre,C-
118220,116876,pre,C-
118221,118214,pre,C-
118223,118215,pre,C-
118223,118242,pre,C-
118224,118214,pre,C-
118225,118435,cross,
118225,118214,pre,C-
118226,118215,pre,C-
118226,120026,pre,C-
118226,115922,pre,C-
118226,115790,pre,C-
118227,116964,pre,C-
118227,118187,pre,C-
118228,118215,pre,C-
118229,118215,pre,C-
118230,118215,pre,C-
118231,118220,pre,C-
118232,120135,pre,C-
118232,118214,pre,C-
118232,115074,pre,C-
118234,118215,pre,C-
118234,118242,pre,C-
118235,118214,pre,C-
118235,118215,pre,C-
118235,118218,pre,C-
118235,118213,pre,C-
118236,118217,pre,C-
118237,115950,cross,
118239,118237,co,C-
118240,118237,co,C-
118241,116964,pre,C-
118241,118187,pre,C-
118242,118215,pre,C-
118244,118216,preco,C-
118245,118214,pre,C-
118246,116865,cross,
118246,118214,pre,C-
118246,118218,pre,C-
118246,118213,pre,C-
118247,114931,pre,C-
118247,116765,pre,C-
118247,120135,pre,C-
118247,115074,pre,C-
118247,118214,pre,C-
118247,118218,pre,C-
118249,118239,pre,C-
118249,118240,pre,C-
118250,118214,pre,C-
118252,118237,pre,C-
118252,118239,pre,C-
118252,118239,pre,C-
118253,116341,cross,
118253,118515,cross,
118253,115352,co,C-
118253,120167,co,C-
118253,118517,co,C-
118253,115062,co,C-
118253,118517,co,C-
118253,114931,co,C-
118253,115341,pre,C-
118253,120166,pre,C-
118254,120040,cross,
118254,115663,co,C-
118255,116964,pre,C-
118255,118187,pre,C-
118256,120045,cross,
118256,115663,co,C-
118258,118288,co,C-
118258,116044,pre,C-
118258,116046,pre,C-
118258,116047,pre,C-
118258,116048,pre,C-
118258,120026,pre,C-
118258,116050,pre,C-
118258,116273,pre,C-
118258,117721,pre,C-
118258,118294,pre,C-
118258,120026,pre,C-
118259,116964,pre,C-
118259,118187,pre,C-
118260,118262,cross,
118260,118284,cross,
118260,118352,cross,
118260,118697,cross,
118260,116964,pre,C-
118260,118187,pre,C-
118261,116964,pre,C-
118261,118187,pre,C-
118262,118260,cross,
118262,118284,cross,
118262,118352,cross,
118262,118697,cross,
118262,116964,pre,C-
118262,118187,pre,C-
118263,118288,preco,C-
118263,118288,preco,C-
118263,120026,pre,C-
118263,116772,pre,C-
118263,116773,pre,C-
