course_id,relation_id,relation_type,grade_requirement
115949,118434,cross,
115949,119966,cross,
115950,118237,cross,
115951,117146,cross,
115951,118527,cross,
115951,118523,pre,C-
115952,115939,cross,
115955,114935,pre,C-
115956,115955,preco,C-
115958,115954,pre,C-
115959,114943,pre,C-
115959,114931,pre,C-
115960,114935,pre,C-
115964,114935,pre,C-
115965,115964,pre,C-
115966,115964,pre,C-
115967,115965,preco,C-
115967,115966,pre,C-
115968,115960,pre,C-
115968,119691,pre,C-
115968,115965,pre,C-
115968,115967,pre,C-
115969,115965,pre,C-
115971,119008,cross,
115971,119304,cross,
115972,119009,cross,
115972,119305,cross,
115972,119010,pre,C-
115972,119691,pre,C-
115972,115971,pre,C-
115973,115965,pre,C-
115974,115973,pre,C-
115974,115260,pre,C-
115975,115973,pre,C-
115975,115260,pre,C-
115976,115973,preco,C-
115976,115960,pre,C-
115976,116022,pre,C-
115976,115966,pre,C-
115978,115959,pre,C-
115978,115955,pre,C-
115979,115978,preco,C-
115979,115959,pre,C-
115979,115955,pre,C-
115980,115260,pre,C-
115980,115964,pre,C-
115980,115965,pre,C-
115981,115966,co,C-
115981,115965,pre,C-
115982,119691,pre,C-
115982,115966,pre,C-
115982,115981,pre,C-
115983,116022,pre,C-
115983,119691,pre,C-
115983,115985,pre,C-
115983,115986,pre,C-
115985,115960,pre,C-
115985,115009,pre,C-
115985,115341,pre,C-
115985,120166,pre,C-
115986,115960,pre,C-
115986,114935,pre,C-
115986,115062,pre,C-
115986,115377,pre,C-
115986,120168,pre,C-
115987,115986,pre,C-
115987,115089,pre,C-
115988,119691,pre,C-
115988,120026,pre,C-
115988,115986,pre,C-
115988,115985,pre,C-
115989,114935,pre,C-
115990,115965,pre,C-
115991,115960,pre,C-
115991,115341,pre,C-
115991,120166,pre,C-
115992,115970,pre,C-
115993,115960,pre,C-
115996,115992,pre,C-
115996,115993,pre,C-
115996,119691,pre,C-
115998,115968,pre,C-
115999,115965,pre,C-
115999,115987,pre,C-
116000,115965,pre,C-
116000,115981,pre,C-
116001,115974,pre,C-
116001,115980,pre,C-
116002,115975,pre,C-
116002,115980,pre,C-
116003,115974,pre,C-
116003,115980,pre,C-
116004,115973,pre,C-
116004,115980,pre,C-
116005,115973,pre,C-
116006,115981,pre,C-
116007,115983,pre,C-
116008,115987,pre,C-
116009,115987,pre,C-
116011,115970,pre,C-
116016,115970,preco,C-
116017,116016,pre,C-
116018,119010,cross,
116018,119306,cross,
116019,115965,pre,C-
116022,115960,preco,C-
116023,115965,pre,C-
116024,119342,cross,
116024,119318,pre,C-
116024,119324,pre,C-
116025,116060,cross,
116025,116079,cross,
116025,116153,cross,
116027,116026,pre,C-
116032,115180,cross,
116033,115858,pre,C-
116034,116031,pre,C-
116035,115858,pre,C-
116036,116031,pre,C-
116037,115858,pre,C-
116041,116104,pre,C-
116041,116262,pre,C-
116042,116104,pre,C-
116042,116262,pre,C-
116043,116764,pre,C-
116043,116765,pre,C-
116044,116043,pre,C-
116045,116876,pre,C-
116045,116104,pre,C-
116045,118265,pre,C-
116045,120170,pre,C-
116046,116043,pre,C-
116047,116045,pre,C-
116047,117721,pre,C-
116048,116045,pre,C-
116048,116262,pre,C-
116048,116105,pre,C-
116048,115377,pre,C-
116048,118359,pre,C-
116048,120168,pre,C-
116049,116045,pre,C-
116050,116048,pre,C-
116051,119772,cross,
116051,116262,pre,C-
116051,116045,pre,C-
116052,116045,pre,C-
116053,116044,pre,C-
116054,116047,co,C-
116054,116041,pre,C-
116054,116045,pre,C-
116055,116090,pre,C-
116055,116046,pre,C-
116056,116043,pre,C-
116056,116045,pre,C-
116056,116042,pre,C-
116056,116273,pre,C-
116057,116045,pre,C-
116057,116041,pre,C-
116058,120026,preco,C-
116058,119773,cross,
116058,116046,pre,C-
116058,120136,pre,C-
116058,120126,pre,C-
116058,116770,pre,C-
116059,119774,cross,
116060,116025,cross,
116060,116079,cross,
116060,116153,cross,
116062,116130,pre,C-
116063,116062,pre,C-
116063,116075,pre,C-
116066,116065,pre,C-
116067,116065,pre,C-
116068,116127,pre,C-
116068,116129,pre,C-
116069,116086,pre,C-
116070,116096,pre,C-
116071,116130,pre,C-
116072,116127,pre,C-
116072,116130,pre,C-
116073,116127,pre,C-
116073,116130,pre,C-
116074,116127,pre,C-
116074,116130,pre,C-
116075,116062,pre,C-
116076,116062,pre,C-
116077,116086,co,C-
116078,116077,pre,C-
116079,116025,cross,
116079,116060,cross,
116079,116153,cross,
116080,116062,pre,C-
116080,116063,pre,C-
116080,116075,pre,C-
116081,116062,pre,C-
116081,116063,pre,C-
116081,116075,pre,C-
116084,116096,co,C-
116084,116068,co,C-
116085,116096,co,C-
116085,116068,co,C-
116087,116086,co,C-
116088,116086,pre,C-
116089,116087,pre,C-
116090,116764,pre,C-
116090,116765,pre,C-
116090,120136,pre,C-
116095,116093,pre,C-
116095,117127,pre,C-
116097,116044,pre,C-
116098,116048,pre,C-
116099,116065,pre,C-
116099,116817,pre,C-
116100,116068,pre,C-
116100,116096,pre,C-
116102,119775,cross,
116102,116048,pre,C-
116103,116048,pre,C-
116104,116105,pre,C-
116105,115341,co,C-
116105,120166,co,C-
116106,116107,pre,C-
116108,116086,co,C-
116108,116068,co,C-
116109,116127,pre,C-
116109,116130,pre,C-
116110,116054,pre,C-
116110,116275,pre,C-
116111,116086,co,C-
116112,116111,pre,C-
116114,116086,pre,C-
116115,118693,pre,C-
116117,119776,cross,
116117,116045,pre,C-
116117,116273,pre,C-
116118,119777,cross,
116118,116045,pre,C-
116118,116273,pre,C-
116121,116090,pre,C-
116121,116043,pre,C-
116122,116065,pre,C-
116123,116135,pre,C-
116124,116127,pre,C-
116125,116127,pre,C-
116126,116127,pre,C-
116131,116053,pre,C-
116131,116062,pre,C-
116132,116125,pre,C-
116132,116126,pre,C-
116133,116086,pre,C-
116134,116127,pre,C-
116134,116130,pre,C-
116135,116044,pre,C-
116135,116046,pre,C-
116135,116047,pre,C-
116135,116048,pre,C-
116135,117721,pre,C-
116135,120026,pre,C-
116135,116050,pre,C-
116135,116273,pre,C-
116135,117721,pre,C-
116135,118294,pre,C-
116136,116043,pre,C-
116136,116045,pre,C-
116136,116042,pre,C-
116136,116273,pre,C-
116137,116045,pre,C-
116137,116273,pre,C-
116138,116065,pre,C-
116140,115259,cross,
116140,115949,cross,
116140,116863,cross,
116140,117001,cross,
116140,117713,cross,
116140,118210,cross,
116140,118434,cross,
116140,119966,cross,
116141,117737,cross,
116142,117738,cross,
116142,119458,cross,
116145,116874,cross,
116145,117167,cross,
116145,117585,cross,
116146,116953,cross,
116146,117169,cross,
116146,117588,cross,
116152,116151,pre,C-
116153,116025,cross,
116153,116060,cross,
116153,116079,cross,
116158,116155,pre,C-
116170,117076,cross,
116195,116159,pre,C-
116197,117136,co,C-
116204,117136,preco,C-
116207,117136,preco,C-
116214,116159,pre,C-
116220,117077,cross,
116220,118510,cross,
116220,116964,pre,C-
116220,118187,pre,C-
116229,117136,preco,C-
116230,119917,cross,
116232,116209,pre,C-
116259,115075,cross,
116261,115403,pre,C-
116262,116261,pre,C-
116262,116319,pre,C-
116262,115340,pre,C-
116262,115304,pre,C-
116262,118382,pre,C-
116264,115340,preco,C-
116267,119759,cross,
116267,115352,pre,C-
116267,120167,pre,C-
116267,120126,pre,C-
116267,116273,pre,C-
116268,119760,cross,
116268,116267,pre,C-
116269,115368,cross,
116269,119761,cross,
116269,116262,pre,C-
116269,115263,pre,C-
116270,115369,cross,
116270,119762,cross,
116270,116269,pre,C-
116270,115368,pre,C-
116270,119761,pre,C-
116271,119763,cross,
116271,116273,pre,C-
116271,116276,pre,C-
116271,116051,pre,C-
116272,116337,pre,C-
116272,118265,pre,C-
116272,120322,pre,C-
116272,120170,pre,C-
116272,116262,pre,C-
116273,115341,pre,C-
116273,118265,pre,C-
116273,116319,pre,C-
116273,116262,pre,C-
116274,116272,pre,C-
116274,116041,pre,C-
116275,116272,pre,C-
116275,116041,pre,C-
116276,118265,pre,C-
116276,116262,pre,C-
116276,116319,pre,C-
116277,119764,cross,
116277,116276,pre,C-
116277,116051,pre,C-
116278,119765,cross,
116278,116272,pre,C-
116278,116041,pre,C-
116278,116273,pre,C-
116278,116279,pre,C-
116279,119766,cross,
116279,118265,pre,C-
116279,120170,pre,C-
116279,116262,pre,C-
116280,116273,pre,C-
116281,119768,cross,
116281,116273,pre,C-
116282,116273,pre,C-
116283,119769,cross,
116283,116282,pre,C-
116284,116273,pre,C-
116284,116272,pre,C-
116285,119770,cross,
116285,116284,pre,C-
116285,116056,pre,C-
116286,116273,pre,C-
116287,116273,pre,C-
116287,116276,pre,C-
116287,119703,pre,C-
116288,119771,cross,
116288,116262,pre,C-
116291,116273,pre,C-
116293,116267,pre,C-
116294,116267,pre,C-
116295,116274,pre,C-
116295,116275,pre,C-
116296,116275,pre,C-
116297,116277,pre,C-
116298,116278,pre,C-
116299,116279,pre,C-
116300,116280,pre,C-
116301,116281,pre,C-
116302,116283,pre,C-
116303,116284,pre,C-
116304,116279,pre,C-
116304,116280,pre,C-
116305,116275,pre,C-
116305,116315,pre,C-
116306,116283,pre,C-
116310,116309,pre,C-
116311,116309,pre,C-
116312,116287,pre,C-
116313,116287,pre,C-
116314,116287,pre,C-
116315,116273,pre,C-
116315,116272,pre,C-
116315,116041,pre,C-
116315,116042,pre,C-
116316,116282,pre,C-
116317,116273,pre,C-
116320,115369,pre,C-
116320,116270,pre,C-
116320,119762,pre,C-
116321,116342,cross,
116322,116262,pre,C-
116322,116263,pre,C-
116323,116315,pre,C-
116324,116284,pre,C-
116326,116275,pre,C-
116327,116272,pre,C-
116327,116261,pre,C-
116327,116319,pre,C-
116328,116273,pre,C-
116329,123041,co,C-
116330,116329,pre,C-
116331,116282,pre,C-
116332,116282,pre,C-
116334,116287,pre,C-
116337,118265,cross,
116337,115340,pre,C-
116337,115304,pre,C-
116337,118382,pre,C-
116338,118292,cross,
116338,118512,cross,
116338,115377,pre,C-
116338,120168,pre,C-
116338,116329,pre,C-
116338,118253,pre,C-
116338,116261,pre,C-
116338,116263,pre,C-
116338,116319,pre,C-
116338,120135,pre,C-
116338,120136,pre,C-
116339,118293,cross,
116339,120126,pre,C-
116339,116329,pre,C-
116339,118253,pre,C-
116339,116261,pre,C-
116339,116263,pre,C-
116340,118292,pre,C-
116340,118293,pre,C-
116341,118253,cross,
116341,118515,cross,
116341,115352,co,C-
116341,120166,co,C-
116341,118517,co,C-
116341,115062,co,C-
116341,118517,co,C-
116341,114931,co,C-
116341,115341,pre,C-
116341,120166,pre,C-
116342,116321,cross,
116345,116377,cross,
116346,117947,cross,
116347,117948,cross,
116347,116346,pre,C-
116356,116369,pre,C-
116357,116356,pre,C-
116358,116357,pre,C-
116360,117590,cross,
116363,116348,pre,C-
116363,116356,pre,C-
116365,116359,pre,C-
116370,116354,pre,C-
116371,116361,pre,C-
116376,117595,pre,C-
116377,116345,cross,
116382,116600,cross,
116386,120384,pre,C-
116387,116386,pre,C-
116390,120384,pre,C-
116391,116390,pre,C-
116392,115096,cross,
116392,115745,pre,C-
116394,114904,pre,C-
116394,115000,pre,C-
116394,116393,pre,C-
116394,114904,pre,C-
116394,114901,pre,C-
116394,116459,pre,C-
116394,116473,pre,C-
116394,116474,pre,C-
116394,116428,pre,C-
116394,116393,pre,C-
116394,116428,pre,C-
116395,116398,pre,C-
116396,116398,pre,C-
116397,116395,pre,C-
116397,116396,pre,C-
116397,116403,pre,C-
116397,116408,pre,C-
116398,116415,pre,C-
116398,116394,pre,C-
116399,116398,pre,C-
116400,116395,pre,C-
116400,116403,pre,C-
116400,116408,pre,C-
116402,116399,pre,C-
116402,116403,pre,C-
116403,116438,pre,C-
116408,116398,pre,C-
116409,116408,pre,C-
116409,116403,pre,C-
116410,116408,pre,C-
116410,116403,pre,C-
116411,116395,pre,C-
116411,116408,pre,C-
116411,116403,pre,C-
116412,116395,pre,C-
116412,116408,pre,C-
116412,116403,pre,C-
116413,116395,pre,C-
116413,116408,pre,C-
116413,116403,pre,C-
116414,116399,pre,C-
116414,116403,pre,C-
116415,114904,pre,C-
116415,115000,pre,C-
116415,116427,pre,C-
116415,116473,pre,C-
116415,116407,pre,C-
116415,114997,pre,C-
116415,114902,pre,C-
116415,116428,pre,C-
116415,116472,pre,C-
116415,116393,pre,C-
116415,114901,pre,C-
116415,116430,pre,C-
116415,116474,pre,C-
116415,116394,pre,C-
116416,116428,co,C-
116416,116407,pre,C-
116416,116393,pre,C-
116416,116459,pre,C-
116416,116474,pre,C-
116416,116428,pre,C-
116416,116393,pre,C-
116418,116464,pre,C-
116418,116403,pre,C-
116418,116433,pre,C-
116420,116394,pre,C-
116420,116415,pre,C-
116421,116486,cross,
116421,116524,cross,
116424,120060,cross,
116425,120083,cross,
116426,115745,pre,C-
116427,116429,co,C-
116428,116430,co,C-
116428,116427,pre,C-
116429,116427,co,C-
116430,116428,co,C-
116430,116429,pre,C-
116431,116428,co,C-
116431,116430,co,C-
116431,116427,pre,C-
116431,116429,pre,C-
116432,116437,pre,C-
116433,116431,pre,C-
116434,116431,pre,C-
116435,116431,pre,C-
116436,116434,pre,C-
116437,116434,pre,C-
116438,116428,pre,C-
116438,116430,pre,C-
116438,114904,pre,C-
116438,116428,pre,C-
116438,116473,pre,C-
116438,116430,pre,C-
116438,116393,pre,C-
116439,116437,pre,C-
116439,116418,pre,C-
116440,116437,pre,C-
116440,116439,pre,C-
116440,116418,pre,C-
116441,116428,pre,C-
116441,116430,pre,C-
116442,116431,pre,C-
116443,116438,pre,C-
116445,116430,pre,C-
116445,116450,pre,C-
116446,116431,pre,C-
116447,116434,pre,C-
116448,116441,pre,C-
116449,116431,pre,C-
116450,116428,pre,C-
116450,116430,pre,C-
116451,116430,pre,C-
116451,116450,pre,C-
116454,119721,pre,C-
116455,116431,pre,C-
116456,116433,pre,C-
116457,115138,cross,
116457,115732,pre,C-
116457,115745,pre,C-
116459,116460,co,C-
116459,116458,pre,C-
116460,116459,co,C-
116460,116458,pre,C-
116461,114996,pre,C-
116462,116460,pre,C-
116463,116462,co,C-
116463,116459,pre,C-
116463,116460,pre,C-
116464,116463,pre,C-
116465,116463,pre,C-
116466,116460,pre,C-
116467,116460,pre,C-
116468,116463,pre,C-
116468,116464,pre,C-
116469,116465,pre,C-
116469,116466,pre,C-
116469,116468,pre,C-
116470,116464,pre,C-
116470,116465,pre,C-
116471,116465,pre,C-
116473,116472,co,C-
116474,116458,co,C-
116474,116472,pre,C-
116474,116473,pre,C-
116475,116459,co,C-
116475,116460,co,C-
116475,116472,pre,C-
116475,116473,pre,C-
116476,116460,pre,C-
116477,116459,pre,C-
116477,116460,pre,C-
116478,116476,pre,C-
116480,117086,cross,
116480,118011,pre,C-
116480,114985,pre,C-
116480,115009,pre,C-
116481,117095,cross,
116481,116343,pre,C-
116482,120061,cross,
116483,120062,cross,
116483,120061,pre,C-
116486,116421,cross,
116486,116524,cross,
116487,116336,pre,C-
116487,115341,pre,C-
116487,120166,pre,C-
116487,115364,pre,C-
116487,120171,pre,C-
116488,116484,pre,C-
116489,116484,pre,C-
116489,116336,pre,C-
116490,116489,pre,C-
116491,116484,pre,C-
116491,116336,pre,C-
116491,115341,pre,C-
116491,120166,pre,C-
116491,115364,pre,C-
116491,120171,pre,C-
116492,116336,pre,C-
116493,117079,cross,
116493,116336,pre,C-
116493,116489,pre,C-
116493,115661,pre,C-
116495,117400,cross,
116496,117401,cross,
116496,116484,pre,C-
116496,116336,pre,C-
116497,116484,pre,C-
116497,116336,pre,C-
116498,116336,pre,C-
116499,116336,pre,C-
116500,116484,pre,C-
116501,116484,pre,C-
116501,116336,pre,C-
116502,116336,pre,C-
116503,116502,pre,C-
116504,116484,pre,C-
116504,116336,pre,C-
116505,116484,pre,C-
116505,116336,pre,C-
116506,116484,pre,C-
116506,116336,pre,C-
116506,116489,pre,C-
116506,115607,pre,C-
116506,115431,pre,C-
116506,115443,pre,C-
116506,115661,pre,C-
116506,119722,pre,C-
116507,116484,pre,C-
116507,116336,pre,C-
116507,116489,pre,C-
116507,115607,pre,C-
116507,115431,pre,C-
116507,115443,pre,C-
116507,115661,pre,C-
116507,119722,pre,C-
116508,116484,pre,C-
116508,116336,pre,C-
116509,116336,pre,C-
116510,116484,pre,C-
116510,116336,pre,C-
116511,116336,pre,C-
116514,116487,pre,C-
116514,116488,pre,C-
116514,119722,pre,C-
116514,120184,pre,C-
116516,116336,pre,C-
116517,116484,pre,C-
116517,116336,pre,C-
116519,116487,pre,C-
116519,116491,pre,C-
116520,116487,pre,C-
116520,116488,pre,C-
116521,116539,pre,C-
116522,116491,pre,C-
116523,116487,pre,C-
116523,116488,pre,C-
116524,116421,cross,
116524,116486,cross,
116527,116484,pre,C-
116527,116488,pre,C-
116527,116500,pre,C-
116538,116336,pre,C-
116539,116489,pre,C-
116539,116487,pre,C-
116541,116484,pre,C-
116541,116336,pre,C-
116542,116484,pre,C-
116542,116336,pre,C-
116544,120184,pre,C-
116545,116487,pre,C-
116545,116488,pre,C-
116545,119722,pre,C-
116545,120184,pre,C-
116546,117083,cross,
116546,116336,pre,C-
116549,117168,pre,C-
116551,116553,pre,C-
116552,116549,pre,C-
116553,116552,pre,C-
116558,116551,pre,C-
116565,116547,pre,C-
116570,116964,pre,C-
116570,118187,pre,C-
116572,116571,pre,C-
116573,116571,pre,C-
116573,116572,pre,C-
116574,116572,pre,C-
116574,116573,pre,C-
116577,116574,pre,C-
116577,116573,pre,C-
116586,117174,pre,C-
116589,117174,pre,C-
116589,116584,pre,C-
116589,116588,pre,C-
116589,116590,pre,C-
116593,117347,cross,
116595,117174,pre,C-
116595,116584,pre,C-
116595,116588,pre,C-
116595,116590,pre,C-
116595,117178,pre,C-
116595,116589,pre,C-
116596,117174,pre,C-
116596,116584,pre,C-
116596,116588,pre,C-
116596,116590,pre,C-
116598,117174,pre,C-
116598,116584,pre,C-
116598,116588,pre,C-
116598,116590,pre,C-
116598,117178,pre,C-
116598,116596,pre,C-
116599,116587,pre,C-
116600,116382,cross,
116605,117174,pre,C-
116605,116586,pre,C-
116607,116586,pre,C-
116608,117174,pre,C-
116608,116584,pre,C-
116608,116588,pre,C-
116608,116590,pre,C-
116608,117178,pre,C-
116608,116596,pre,C-
116636,116635,pre,C-
116638,118159,pre,C-
116638,116884,pre,C-
116638,118158,pre,C-
116650,116645,pre,C-
116653,116652,pre,C-
116655,116746,pre,C-
116658,116656,co,C-
116659,116652,pre,C-
116659,118261,pre,C-
116665,116664,pre,C-
116689,116669,pre,C-
116689,117185,pre,C-
116694,116720,pre,C-
116694,116693,pre,C-
116694,116695,pre,C-
116696,116720,pre,C-
116696,116693,pre,C-
116696,116695,pre,C-
116698,116720,pre,C-
116698,116693,pre,C-
116698,116695,pre,C-
116700,116694,pre,C-
116700,116696,pre,C-
116709,116705,pre,C-
116709,116706,pre,C-
116709,116712,pre,C-
116712,117346,cross,
116715,116705,pre,C-
116715,116706,pre,C-
116715,116713,pre,C-
116715,116714,pre,C-
116718,116704,pre,C-
116718,116708,pre,C-
116718,116710,pre,C-
116718,116713,pre,C-
116719,116706,pre,C-
116721,116720,pre,C-
116721,116693,pre,C-
116729,116631,pre,C-
116730,116631,pre,C-
116738,117228,pre,C-
116739,116629,pre,C-
116739,116630,pre,C-
116739,116642,pre,C-
116739,116643,pre,C-
116742,116630,pre,C-
116744,116631,pre,C-
116745,119238,cross,
116750,116729,pre,C-
116750,116730,pre,C-
116750,116734,pre,C-
116750,117193,pre,C-
116760,116547,pre,C-
116763,116065,pre,C-
116763,116817,pre,C-
116764,116765,preco,C-
116765,120135,co,C-
116765,120136,co,C-
116765,115074,pre,C-
116766,116765,pre,C-
116767,116770,pre,C-
116768,116769,pre,C-
116768,116770,pre,C-
116769,116852,co,C-
116769,116765,pre,C-
116769,120135,pre,C-
116769,120136,pre,C-
116770,116765,pre,C-
116770,120135,pre,C-
116771,116764,pre,C-
116771,116765,pre,C-
116772,116771,pre,C-
116773,116769,pre,C-
116773,116764,pre,C-
116774,116773,pre,C-
116774,116775,pre,C-
116775,118218,pre,C-
116776,116769,pre,C-
116776,116770,pre,C-
116777,116769,pre,C-
116777,116770,pre,C-
116778,116773,pre,C-
116779,116770,pre,C-
116779,116772,pre,C-
116780,116765,pre,C-
116780,115089,pre,C-
116780,120135,pre,C-
116780,120136,pre,C-
116781,116770,pre,C-
116782,116770,pre,C-
116783,116767,pre,C-
116783,116770,pre,C-
116784,116775,pre,C-
116785,116780,co,C-
116785,116765,pre,C-
116785,115089,pre,C-
116785,120135,pre,C-
116785,120136,pre,C-
116786,116769,pre,C-
116786,116770,pre,C-
116787,116772,pre,C-
116788,116771,pre,C-
116790,116771,pre,C-
116799,116795,pre,C-
116803,116802,pre,C-
116804,116802,pre,C-
116808,116794,pre,C-
116813,116812,pre,C-
116814,116812,pre,C-
116814,116813,pre,C-
116815,116814,pre,C-
116817,116802,pre,C-
116818,116817,pre,C-
116821,116813,pre,C-
116823,116774,pre,C-
116824,116813,pre,C-
116825,116812,pre,C-
116825,116813,pre,C-
116826,116817,pre,C-
116830,116803,pre,C-
116831,117230,pre,C-
116832,117230,pre,C-
116834,116831,pre,C-
116834,116832,pre,C-
116835,116831,pre,C-
116835,116832,pre,C-
116835,117230,pre,C-
116835,117291,pre,C-
116836,116765,pre,C-
116837,116794,pre,C-
116839,116769,pre,C-
116839,116770,pre,C-
116840,116769,pre,C-
116840,116770,pre,C-
116840,118447,pre,C-
116841,116794,pre,C-
116846,116797,pre,C-
116847,116794,pre,C-
116848,116798,pre,C-
116850,116814,pre,C-
116852,116769,co,C-
116852,116765,pre,C-
116852,120135,pre,C-
116852,120136,pre,C-
116853,116794,pre,C-
116854,116802,pre,C-
116855,120135,co,C-
116855,120136,co,C-
116855,115074,pre,C-
116859,116769,co,C-
116859,116852,co,C-
116859,116765,pre,C-
116859,120135,pre,C-
116859,120136,pre,C-
116860,116765,co,C-
116860,116855,co,C-
116862,116817,pre,C-
116862,116763,pre,C-
116863,115259,cross,
116863,115949,cross,
116863,116140,cross,
116863,117001,cross,
116863,117713,cross,
116863,118210,cross,
116863,118434,cross,
116863,119966,cross,
116864,118213,cross,
116864,118214,pre,C-
116864,118218,pre,C-
116865,118246,cross,
116865,118214,pre,C-
116865,118218,pre,C-
116865,118213,pre,C-
116866,118439,cross,
116866,116765,pre,C-
116866,118437,pre,C-
116866,116263,pre,C-
116866,116842,pre,C-
116866,116105,pre,C-
116866,119968,pre,C-
116866,115364,pre,C-
116866,120171,pre,C-
116867,118211,cross,
116867,118484,cross,
116867,118214,pre,C-
116867,118218,pre,C-
116867,118213,pre,C-
116867,116864,pre,C-
116868,118212,cross,
116868,118491,cross,
116868,118214,pre,C-
116868,118218,pre,C-
116868,118213,pre,C-
116868,116864,pre,C-
116869,116871,pre,C-
116873,114850,cross,
116873,120117,cross,
116874,116145,cross,
116874,117167,cross,
116874,117585,cross,
116876,115340,pre,C-
116876,116970,pre,C-
116876,114870,pre,C-
116877,116937,cross,
116878,116881,cross,
116878,116936,cross,
116881,116878,cross,
116881,116936,cross,
116882,119748,pre,C-
116885,119748,pre,C-
116886,114918,pre,C-
116887,114918,pre,C-
116897,115870,pre,C-
116898,115870,pre,C-
116900,116896,pre,C-
116901,115870,pre,C-
116901,119748,pre,C-
116901,116885,pre,C-
116901,116896,pre,C-
116904,117587,cross,
116906,119918,cross,
116907,119919,cross,
116914,119920,cross,
116918,114871,cross,
116927,120118,cross,
116936,116878,cross,
116936,116881,cross,
116937,116877,cross,
116945,116946,pre,C-
116947,116945,pre,C-
116952,116980,pre,C-
116953,116146,cross,
116953,117169,cross,
116953,117588,cross,
116957,116956,pre,C-
116960,116381,pre,C-
116961,116485,pre,C-
116963,116548,pre,C-
116964,115867,pre,C-
116964,116947,pre,C-
116967,114929,pre,C-
116971,115112,pre,C-
116974,119748,pre,C-
116975,116903,pre,C-
116977,114870,pre,C-
116978,114870,pre,C-
116979,114870,pre,C-
116986,116980,pre,C-
116990,119941,cross,
116990,119928,pre,C-
116992,119944,cross,
117000,115794,pre,C-
117000,115797,pre,C-
117001,115259,cross,
117001,115949,cross,
117001,116140,cross,
117001,116863,cross,
117001,117713,cross,
117001,118210,cross,
117001,118434,cross,
117001,119966,cross,
117007,116093,pre,C-
117007,117127,pre,C-
117012,117291,pre,C-
117013,117012,pre,C-
117015,115794,pre,C-
117018,115728,cross,
117021,115801,pre,C-
117024,115801,pre,C-
117026,115807,pre,C-
117033,117004,pre,C-
117044,117013,pre,C-
117044,117010,pre,C-
117051,115661,pre,C-
117051,115341,pre,C-
117051,120166,pre,C-
117051,115364,pre,C-
117051,120171,pre,C-
117052,117051,pre,C-
117053,117051,pre,C-
117054,117051,pre,C-
117060,117057,pre,C-
117061,115797,pre,C-
117061,115798,pre,C-
117062,115801,pre,C-
117062,115802,pre,C-
117063,115346,pre,C-
117063,114931,pre,C-
117063,114935,pre,C-
117069,117210,cross,
117069,115260,pre,C-
117069,115263,pre,C-
117070,115346,cross,
117070,115411,cross,
117070,120146,cross,
117070,115275,pre,C-
117070,115279,pre,C-
117074,115412,cross,
117074,120147,cross,
117074,115275,pre,C-
117074,115279,pre,C-
117075,114847,cross,
117076,116170,cross,
117077,116220,cross,
117077,118510,cross,
117077,116964,pre,C-
117077,118187,pre,C-
117078,115869,pre,C-
117079,116493,cross,
117079,116336,pre,C-
117079,116489,pre,C-
117079,115661,pre,C-
117080,120135,pre,C-
117080,115916,pre,C-
117080,115917,pre,C-
117082,116343,pre,C-
117082,119779,pre,C-
117083,116546,cross,
117083,116336,pre,C-
117084,116343,pre,C-
117084,115169,pre,C-
117084,115661,pre,C-
117086,116480,cross,
117086,118011,pre,C-
117086,114985,pre,C-
117086,115009,pre,C-
117087,116343,pre,C-
117087,115169,pre,C-
117087,119779,pre,C-
117088,116343,pre,C-
117090,119376,cross,
117090,116343,pre,C-
117091,116343,pre,C-
117091,117090,pre,C-
117092,117093,pre,C-
117092,115661,pre,C-
117093,116343,pre,C-
117095,116481,cross,
117095,116343,pre,C-
117096,118011,pre,C-
117096,114985,pre,C-
117096,115009,pre,C-
117097,116343,pre,C-
117097,117083,pre,C-
117097,117090,pre,C-
117098,116343,pre,C-
117099,116343,pre,C-
117100,114870,pre,C-
117100,114918,pre,C-
117102,119779,pre,C-
117103,116343,pre,C-
117105,120052,cross,
117105,116343,pre,C-
117105,117090,pre,C-
117106,116343,pre,C-
117107,116343,pre,C-
117108,120053,cross,
117108,117105,pre,C-
117109,117106,pre,C-
117113,114870,pre,C-
117114,119779,pre,C-
117116,117295,pre,C-
117120,117092,pre,C-
117120,117093,pre,C-
117128,117407,cross,
117128,116105,pre,C-
117129,116343,pre,C-
117131,116343,pre,C-
117131,115169,pre,C-
117135,117106,pre,C-
117137,119790,cross,
117139,116343,pre,C-
117139,119779,pre,C-
117143,115694,cross,
117145,116519,pre,C-
117145,116520,pre,C-
117145,116527,pre,C-
117145,116539,pre,C-
117146,115951,cross,
117146,118527,cross,
117146,118523,pre,C-
117147,119261,cross,
117148,119401,cross,
117149,117235,cross,
117150,117239,cross,
117151,120057,cross,
117152,120058,cross,
117153,120063,cross,
117154,120065,cross,
117155,120066,cross,
117156,120098,cross,
117157,120099,cross,
117166,117162,co,C-
117166,117163,co,C-
117166,116645,pre,C-
117167,116145,cross,
117167,116874,cross,
117167,117585,cross,
117169,116146,cross,
117169,116953,cross,
117169,117588,cross,
117181,116595,co,C-
117184,115907,pre,C-
117193,116631,pre,C-
117195,117190,pre,C-
117196,117190,pre,C-
117197,117190,pre,C-
117199,117190,pre,C-
117200,117190,pre,C-
117202,117195,pre,C-
117210,117069,cross,
117210,115260,pre,C-
117210,115263,pre,C-
117211,117214,pre,C-
