course_id,prereq_id
116005,115973
116006,115981
116007,115983
116008,115987
116009,115987
116011,115970
116017,116016
116019,115965
116023,115965
116024,119318
116024,119324
116027,116026
116033,115858
116034,116031
116035,115858
116036,116031
116037,115858
116041,116104
116041,116262
116042,116104
116042,116262
116043,116764
116043,116765
116044,116043
116045,116876
116045,116104
116045,118265
116045,120170
116046,116043
116047,116045
116047,117721
116048,116045
116048,116262
116048,116105
116048,115377
116048,118359
116048,120168
116049,116045
116050,116048
116051,116262
116051,116045
116052,116045
116053,116044
116054,116041
116054,116045
116055,116090
116055,116046
116056,116043
116056,116045
116056,116042
116056,116273
116057,116045
116057,116041
116058,116046
116058,120136
116058,120126
116058,116770
116062,116130
116063,116062
116063,116075
116066,116065
116067,116065
116068,116127
116068,116129
116069,116086
116070,116096
116071,116130
116072,116127
116072,116130
116073,116127
116073,116130
116074,116127
116074,116130
116075,116062
116076,116062
116078,116077
116080,116062
116080,116063
116080,116075
116081,116062
116081,116063
116081,116075
116088,116086
116089,116087
116090,116764
116090,116765
116090,120136
116095,116093
116095,117127
116097,116044
116098,116048
116099,116065
116099,116817
116100,116068
116100,116096
116102,116048
116103,116048
116104,116105
116106,116107
116109,116127
116109,116130
116110,116054
116110,116275
116112,116111
116114,116086
116115,118693
116117,116045
116117,116273
116118,116045
116118,116273
116121,116090
116121,116043
116122,116065
116123,116135
116124,116127
116125,116127
116126,116127
116131,116053
116131,116062
116132,116125
116132,116126
116133,116086
116134,116127
116134,116130
116135,116044
116135,116046
116135,116047
116135,116048
116135,117721
116135,120026
116135,116050
116135,116273
116135,117721
116135,118294
116136,116043
116136,116045
116136,116042
116136,116273
116137,116045
116137,116273
116138,116065
116152,116151
116158,116155
116195,116159
116214,116159
116220,116964
116220,118187
116232,116209
116261,115403
116262,116261
116262,116319
116262,115340
116262,115304
116262,118382
116267,115352
116267,120167
116267,120126
116267,116273
116268,116267
116269,116262
116269,115263
116270,116269
116270,115368
116270,119761
116271,116273
116271,116276
116271,116051
116272,116337
116272,118265
116272,120322
116272,120170
116272,116262
116273,115341
116273,118265
116273,116319
116273,116262
116274,116272
116274,116041
116275,116272
116275,116041
116276,118265
116276,116262
116276,116319
116277,116276
116277,116051
116278,116272
116278,116041
116278,116273
116278,116279
116279,118265
116279,120170
116279,116262
116280,116273
116281,116273
116282,116273
116283,116282
116284,116273
116284,116272
116285,116284
116285,116056
116286,116273
116287,116273
116287,116276
116287,119703
116288,116262
116291,116273
116293,116267
116294,116267
116295,116274
116295,116275
116296,116275
116297,116277
116298,116278
116299,116279
116300,116280
116301,116281
116302,116283
116303,116284
116304,116279
116304,116280
116305,116275
116305,116315
116306,116283
116310,116309
116311,116309
116312,116287
116313,116287
116314,116287
116315,116273
116315,116272
116315,116041
116315,116042
116316,116282
116317,116273
116320,115369
116320,116270
116320,119762
116322,116262
116322,116263
116323,116315
116324,116284
116326,116275
116327,116272
116327,116261
116327,116319
116328,116273
116330,116329
116331,116282
116332,116282
116334,116287
116337,115340
116337,115304
116337,118382
116338,115377
116338,120168
116338,116329
116338,118253
116338,116261
116338,116263
116338,116319
116338,120135
116338,120136
116339,120126
116339,116329
116339,118253
116339,116261
116339,116263
116340,118292
116340,118293
116341,115341
116341,120166
116347,116346
116356,116369
116357,116356
116358,116357
116363,116348
116363,116356
116365,116359
116370,116354
116371,116361
116376,117595
116386,120384
116387,116386
116390,120384
116391,116390
116392,115745
116394,114904
116394,115000
116394,116393
116394,114904
116394,114901
116394,116459
116394,116473
116394,116474
116394,116428
116394,116393
116394,116428
116395,116398
116396,116398
116397,116395
116397,116396
116397,116403
116397,116408
116398,116415
116398,116394
116399,116398
116400,116395
116400,116403
116400,116408
116402,116399
116402,116403
116403,116438
116408,116398
116409,116408
116409,116403
116410,116408
116410,116403
116411,116395
116411,116408
116411,116403
116412,116395
116412,116408
116412,116403
116413,116395
116413,116408
116413,116403
116414,116399
116414,116403
116415,114904
116415,115000
116415,116427
116415,116473
116415,116407
116415,114997
116415,114902
116415,116428
116415,116472
116415,116393
116415,114901
116415,116430
116415,116474
116415,116394
116416,116407
116416,116393
116416,116459
116416,116474
116416,116428
116416,116393
116418,116464
116418,116403
116418,116433
116420,116394
116420,116415
116426,115745
116428,116427
116430,116429
116431,116427
116431,116429
116432,116437
116433,116431
116434,116431
116435,116431
116436,116434
116437,116434
116438,116428
116438,116430
116438,114904
116438,116428
116438,116473
116438,116430
116438,116393
116439,116437
116439,116418
116440,116437
116440,116439
116440,116418
116441,116428
116441,116430
116442,116431
116443,116438
116445,116430
116445,116450
116446,116431
116447,116434
116448,116441
116449,116431
116450,116428
116450,116430
116451,116430
116451,116450
116454,119721
116455,116431
116456,116433
116457,115732
116457,115745
116459,116458
116460,116458
116461,114996
116462,116460
116463,116459
116463,116460
116464,116463
116465,116463
116466,116460
116467,116460
116468,116463
116468,116464
116469,116465
116469,116466
116469,116468
116470,116464
116470,116465
116471,116465
116474,116472
116474,116473
116475,116472
116475,116473
116476,116460
116477,116459
116477,116460
116478,116476
116480,118011
116480,114985
116480,115009
116481,116343
116483,120061
116487,116336
116487,115341
116487,120166
116487,115364
116487,120171
116488,116484
116489,116484
116489,116336
116490,116489
116491,116484
116491,116336
116491,115341
116491,120166
116491,115364
116491,120171
116492,116336
116493,116336
116493,116489
116493,115661
116496,116484
116496,116336
116497,116484
116497,116336
116498,116336
116499,116336
116500,116484
116501,116484
116501,116336
116502,116336
116503,116502
116504,116484
116504,116336
116505,116484
116505,116336
116506,116484
116506,116336
116506,116489
116506,115607
116506,115431
116506,115443
116506,115661
116506,119722
116507,116484
116507,116336
116507,116489
116507,115607
116507,115431
116507,115443
116507,115661
116507,119722
116508,116484
116508,116336
116509,116336
116510,116484
116510,116336
116511,116336
116514,116487
116514,116488
116514,119722
116514,120184
116516,116336
116517,116484
116517,116336
116519,116487
116519,116491
116520,116487
116520,116488
116521,116539
116522,116491
116523,116487
116523,116488
116527,116484
116527,116488
116527,116500
116538,116336
116539,116489
116539,116487
116541,116484
116541,116336
116542,116484
116542,116336
116544,120184
116545,116487
116545,116488
116545,119722
116545,120184
116546,116336
116549,117168
116551,116553
116552,116549
116553,116552
116558,116551
116565,116547
116570,116964
116570,118187
116572,116571
116573,116571
116573,116572
116574,116572
116574,116573
116577,116574
116577,116573
116586,117174
116589,117174
116589,116584
116589,116588
116589,116590
116595,117174
116595,116584
116595,116588
116595,116590
116595,117178
116595,116589
116596,117174
116596,116584
116596,116588
116596,116590
116598,117174
116598,116584
116598,116588
116598,116590
116598,117178
116598,116596
116599,116587
116605,117174
116605,116586
116607,116586
116608,117174
116608,116584
116608,116588
116608,116590
116608,117178
116608,116596
116636,116635
116638,118159
116638,116884
116638,118158
116650,116645
116653,116652
116655,116746
116659,116652
116659,118261
116665,116664
116689,116669
116689,117185
116694,116720
116694,116693
116694,116695
116696,116720
116696,116693
116696,116695
116698,116720
116698,116693
116698,116695
116700,116694
116700,116696
116709,116705
116709,116706
116709,116712
116715,116705
116715,116706
116715,116713
116715,116714
116718,116704
116718,116708
116718,116710
116718,116713
116719,116706
116721,116720
116721,116693
116729,116631
116730,116631
116738,117228
116739,116629
116739,116630
116739,116642
116739,116643
116742,116630
116744,116631
116750,116729
116750,116730
116750,116734
116750,117193
116760,116547
116763,116065
116763,116817
116765,115074
116766,116765
116767,116770
116768,116769
116768,116770
116769,116765
116769,120135
116769,120136
116770,116765
116770,120135
116771,116764
116771,116765
116772,116771
116773,116769
116773,116764
116774,116773
116774,116775
116775,118218
116776,116769
116776,116770
116777,116769
116777,116770
116778,116773
116779,116770
116779,116772
116780,116765
116780,115089
116780,120135
116780,120136
116781,116770
116782,116770
116783,116767
116783,116770
116784,116775
116785,116765
116785,115089
116785,120135
116785,120136
116786,116769
116786,116770
116787,116772
116788,116771
116790,116771
116799,116795
116803,116802
116804,116802
116808,116794
116813,116812
116814,116812
116814,116813
116815,116814
116817,116802
116818,116817
116821,116813
116823,116774
116824,116813
116825,116812
116825,116813
116826,116817
116830,116803
116831,117230
116832,117230
116834,116831
116834,116832
116835,116831
116835,116832
116835,117230
116835,117291
116836,116765
116837,116794
116839,116769
116839,116770
116840,116769
116840,116770
116840,118447
116841,116794
116846,116797
116847,116794
116848,116798
116850,116814
116852,116765
116852,120135
116852,120136
116853,116794
116854,116802
116855,115074
116859,116765
116859,120135
116859,120136
116862,116817
116862,116763
116864,118214
116864,118218
116865,118214
116865,118218
116865,118213
116866,116765
116866,118437
116866,116263
116866,116842
116866,116105
116866,119968
116866,115364
116866,120171
116867,118214
116867,118218
116867,118213
116867,116864
116868,118214
116868,118218
116868,118213
116868,116864
116869,116871
116876,115340
116876,116970
116876,114870
116882,119748
116885,119748
116886,114918
116887,114918
116897,115870
116898,115870
116900,116896
116901,115870
116901,119748
116901,116885
116901,116896
116945,116946
116947,116945
116952,116980
116957,116956
116960,116381
116961,116485
116963,116548
116964,115867
116964,116947
116967,114929
116971,115112
116974,119748
116975,116903
116977,114870
116978,114870
116979,114870
116986,116980
116990,119928
117000,115794
117000,115797
117007,116093
117007,117127
117012,117291
117013,117012
117015,115794
117021,115801
117024,115801
117026,115807
117033,117004
117044,117013
117044,117010
117051,115661
117051,115341
117051,120166
117051,115364
117051,120171
117052,117051
117053,117051
117054,117051
117060,117057
117061,115797
117061,115798
117062,115801
117062,115802
117063,115346
117063,114931
117063,114935
117069,115260
117069,115263
117070,115275
117070,115279
117074,115275
117074,115279
117077,116964
117077,118187
117078,115869
117079,116336
117079,116489
117079,115661
117080,120135
117080,115916
117080,115917
117082,116343
117082,119779
117083,116336
117084,116343
117084,115169
117084,115661
117086,118011
117086,114985
117086,115009
117087,116343
117087,115169
117087,119779
117088,116343
117090,116343
117091,116343
117091,117090
117092,117093
117092,115661
117093,116343
117095,116343
117096,118011
117096,114985
117096,115009
117097,116343
117097,117083
117097,117090
117098,116343
117099,116343
117100,114870
117100,114918
117102,119779
117103,116343
117105,116343
117105,117090
117106,116343
117107,116343
117108,117105
117109,117106
117113,114870
117114,119779
117116,117295
117120,117092
117120,117093
117128,116105
117129,116343
117131,116343
117131,115169
117135,117106
117139,116343
117139,119779
117145,116519
117145,116520
117145,116527
117145,116539
117146,118523
117166,116645
117184,115907
117193,116631
117195,117190
117196,117190
117197,117190
117199,117190
117200,117190
117202,117195
117210,115260
117210,115263
117211,117214
117211,120381
117211,117838
117211,117214
117211,120381
117212,117214
117212,120381
117212,117838
117212,117214
117212,120381
117213,123154
117213,115263
117213,114931
117213,114935
117215,117214
117215,117838
117215,116606
117215,115161
117216,114931
117216,114935
117216,117214
117217,119860
117217,117843
117217,117843
117217,119860
117217,117211
117217,117212
117217,115260
117217,114931
117217,114935
117218,117838
117218,117214
117219,117214
117219,117838
117220,117214
117220,117838
117220,117214
117221,115260
117221,115263
117221,114931
117221,114935
117221,117212
117222,117838
117222,116606
117222,117214
117225,117246
117237,115092
117240,116964
117240,118187
117246,115092
117247,115092
117247,117246
117248,115092
117248,117246
117249,117246
117249,117248
117250,117246
117251,117246
117251,117247
117251,117249
117251,117250
117251,117253
117251,117225
117253,117246
117257,117246
117257,117247
117267,114918
117268,116964
117268,118187
117277,115074
117277,114931
117278,116964
117278,118187
117293,117294
117293,114931
117294,114961
117294,114983
117296,115340
117296,114961
117296,114983
117296,117323
117297,114961
117297,114983
117298,117293
117298,118039
117298,117296
117299,117293
117299,118039
117299,117296
117300,114961
117300,114983
117300,115118
117301,114961
117301,114983
117302,114931
117302,114935
117303,114961
117303,114983
117304,115377
117304,120168
117304,117296
117304,117302
117305,114985
117305,115062
117305,115340
117305,115341
117305,120166
117306,114985
117306,115009
117306,114961
117306,114983
117312,117298
117315,117246
117322,117296
117322,117331
117324,117303
117326,117294
117326,117293
117326,118039
117326,117296
117327,117294
117327,117293
117327,118039
117327,117296
117329,117301
117330,117304
117331,114961
117331,114983
117331,117323
117333,114961
117333,114983
117352,118325
117352,117494
117354,116375
117360,119723
117360,119724
117361,115258
117361,117350
117365,116375
117369,116378
117372,117370
117373,117370
117385,117384
117387,117510
117390,117389
117392,117389
117392,117390
117393,117389
117393,117390
117401,116484
117401,116336
117406,117735
117407,116105
117412,117468
117412,119797
117429,118050
117462,119116
117465,116144
117465,116149
117472,119473
117476,117467
117481,115258
117481,117350
117482,119482
117486,115661
117488,117487
117489,116879
117489,116345
117489,115285
117490,116879
117490,116345
117490,115285
117490,120148
117491,116879
117491,116345
117491,115285
117492,117490
117492,117493
117492,119922
117493,116879
117493,116345
117493,115285
117495,117491
117499,115285
117500,117490
117501,117494
117502,117494
117509,117499
117514,117517
117514,117518
117517,117505
117517,117522
117517,117510
117517,117387
117518,117505
117518,117522
117518,117510
117518,117387
117518,117517
117521,117499
117523,117486
117524,117505
117524,117522
117524,117510
117524,117387
117524,117517
117528,117494
117529,117494
117530,117494
117531,116879
117531,116935
117534,117517
117535,117531
117541,117539
117544,119021
117544,116922
117544,118137
117546,119464
117550,117351
117550,117494
117555,117553
117556,117553
117574,117553
117581,119019
117583,116964
117583,118187
117596,117595
117597,117596
117602,117970
117602,117972
117608,117970
117608,117972
117642,117639
117647,117642
117648,117639
117648,117642
117649,117660
117650,117405
117650,117639
117650,117641
117651,117405
117651,117639
117651,117641
117652,117405
117652,117639
117652,117641
117653,117641
117653,117666
117654,117405
117654,117641
117655,117405
117655,117639
117655,117640
117655,117641
117656,117639
117657,117405
117657,117639
117657,117641
117658,117639
117659,117405
117659,117639
117659,117641
117660,117639
117661,117660
117662,117639
117663,117639
117664,117639
117665,117639
117665,117664
117666,117405
117667,117639
117671,117405
117671,117639
117671,117641
117672,117405
117672,117639
117672,117641
117673,117405
117673,117639
117673,117641
117677,117405
117677,117706
117677,117705
117678,117405
117678,117706
117678,117705
117679,117639
117679,117641
117680,117405
117681,117405
117681,117706
117681,117705
117682,117405
117682,117641
117683,117405
117684,117405
117684,117639
117684,117641
117685,117405
117685,117641
117686,117405
117686,117641
117687,117405
117687,117639
117687,117641
117688,117405
117688,117639
117688,117641
117689,117405
117689,117641
117690,117405
117692,117405
117692,117639
117692,117641
117692,117656
117693,117405
117693,117639
117693,117641
117694,117405
117694,117639
117694,117641
117696,117405
117696,117639
117696,117641
117697,117405
117697,117639
117697,117641
117697,117688
117698,117405
117698,117639
117698,117641
117699,117405
117699,117706
117699,117705
117702,117405
117703,117405
117703,117706
117703,117705
117704,117405
117705,117405
117706,117405
117708,117405
117712,120135
117714,118436
117716,115352
117716,120167
117719,117720
117719,116105
117720,115377
117721,115377
117721,120168
117721,115364
117721,120171
117722,117721
117723,117721
117724,117715
117724,117720
117726,117724
117728,116105
117728,117721
117729,117721
117731,117716
117731,117720
117731,120026
117732,117724
117732,117731
117734,117721
117740,117751
117741,117721
117742,117721
117743,117729
117743,117721
117744,117724
117747,117728
117752,117724
117753,117735
117765,117721
117773,117766
117774,117763
117775,116105
117775,117723
117776,117766
117777,119914
117777,117721
117777,117751
117778,117751
117778,117724
